gender,seniorcitizen,partner,dependents,tenure,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,contract,paperlessbilling,paymentmethod,monthlycharges,churn,servicephone,streaming
female,0,yes,no,14,fiber optic,no,no,no,no,month-to-month,yes,electronic check,78.1,no,yes,no
male,0,yes,no,52,dsl,yes,no,no,no,month-to-month,yes,electronic check,39.9,no,no,no
female,0,no,no,58,dsl,yes,yes,yes,yes,two year,yes,credit card (automatic),64.9,no,yes,no
female,1,no,no,47,fiber optic,no,yes,no,yes,month-to-month,yes,electronic check,95.05,yes,yes,yes
female,0,no,no,67,dsl,no,no,yes,yes,month-to-month,yes,credit card (automatic),53.4,no,no,yes
male,0,no,no,2,dsl,no,no,no,no,month-to-month,yes,credit card (automatic),24.9,no,no,no
male,1,no,no,6,dsl,no,no,no,no,month-to-month,no,credit card (automatic),44.7,no,yes,no
male,0,yes,yes,71,fiber optic,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.0,no,yes,yes
female,0,yes,yes,46,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.25,no,yes,no
female,0,no,no,5,dsl,yes,no,no,yes,month-to-month,no,credit card (automatic),53.85,yes,yes,no
male,1,yes,no,67,fiber optic,yes,yes,no,no,month-to-month,no,bank transfer (automatic),83.85,no,yes,no
male,0,no,yes,3,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.2,no,yes,no
female,0,no,no,3,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,no,yes,no
male,1,yes,no,52,fiber optic,yes,no,yes,no,month-to-month,yes,electronic check,104.2,yes,yes,yes
female,0,yes,no,42,dsl,no,no,no,no,month-to-month,yes,electronic check,50.25,yes,yes,no
male,0,yes,yes,50,no,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.35,no,yes,no
male,1,yes,no,23,fiber optic,yes,yes,no,no,month-to-month,yes,electronic check,90.0,no,yes,no
female,0,yes,yes,67,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),54.2,no,no,yes
female,0,no,no,25,fiber optic,no,yes,yes,no,month-to-month,yes,electronic check,99.5,yes,yes,yes
female,1,yes,no,39,fiber optic,yes,yes,no,no,one year,no,mailed check,99.1,no,yes,yes
female,0,no,no,69,dsl,yes,yes,no,yes,two year,yes,mailed check,66.9,no,yes,no
female,0,no,no,1,dsl,no,no,no,no,one year,no,mailed check,25.85,no,no,no
male,0,no,no,32,fiber optic,no,no,no,no,month-to-month,no,electronic check,91.05,no,yes,yes
female,0,no,no,9,fiber optic,no,no,no,no,month-to-month,no,electronic check,71.0,yes,yes,no
female,0,no,no,16,fiber optic,no,yes,yes,no,month-to-month,yes,credit card (automatic),93.2,yes,yes,no
male,0,yes,yes,60,no,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.95,no,yes,no
female,0,yes,yes,72,fiber optic,no,yes,yes,yes,two year,yes,bank transfer (automatic),109.2,no,yes,yes
male,0,yes,no,5,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.35,yes,yes,no
female,1,no,no,26,fiber optic,yes,no,no,no,month-to-month,yes,credit card (automatic),85.8,no,yes,yes
male,0,no,no,3,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,yes,yes,no
male,0,no,no,2,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,19.65,no,yes,no
female,0,no,yes,2,no,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.5,no,yes,no
female,0,no,no,36,dsl,yes,no,yes,yes,one year,yes,credit card (automatic),89.65,no,yes,yes
male,0,no,no,7,fiber optic,yes,no,no,no,month-to-month,no,mailed check,74.35,no,yes,no
female,1,yes,no,60,dsl,no,yes,no,no,two year,yes,credit card (automatic),49.45,no,no,yes
female,0,yes,no,19,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,89.1,no,yes,no
male,1,yes,no,45,dsl,yes,no,yes,yes,two year,no,credit card (automatic),75.15,no,yes,no
male,1,no,no,4,fiber optic,no,no,no,no,month-to-month,yes,electronic check,70.65,no,yes,no
female,0,yes,yes,31,fiber optic,no,no,yes,yes,month-to-month,yes,electronic check,104.2,yes,yes,yes
male,0,yes,yes,47,fiber optic,yes,no,yes,no,month-to-month,no,electronic check,90.05,no,yes,no
male,0,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,79.25,yes,yes,no
female,0,no,no,1,dsl,no,no,no,no,month-to-month,yes,bank transfer (automatic),44.9,yes,yes,no
female,0,no,no,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.4,no,yes,no
female,1,yes,yes,59,fiber optic,no,no,yes,no,month-to-month,yes,credit card (automatic),88.75,no,yes,no
male,0,yes,no,10,fiber optic,no,no,no,no,month-to-month,yes,electronic check,70.1,yes,yes,no
male,1,no,no,35,fiber optic,yes,no,no,no,month-to-month,no,credit card (automatic),91.0,no,yes,no
male,0,no,no,4,dsl,no,no,yes,no,month-to-month,yes,electronic check,29.65,yes,no,no
male,0,yes,yes,32,fiber optic,yes,yes,no,no,one year,yes,electronic check,90.8,no,yes,no
male,0,no,no,43,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,77.85,yes,yes,no
male,0,no,no,4,dsl,no,no,no,no,month-to-month,no,electronic check,54.3,yes,yes,no
female,1,yes,no,54,no,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,18.95,no,yes,no
female,1,no,no,11,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),95.15,yes,yes,yes
female,1,no,no,66,fiber optic,yes,no,no,no,two year,yes,bank transfer (automatic),102.4,no,yes,yes
male,0,yes,yes,61,fiber optic,no,no,yes,no,one year,yes,electronic check,99.9,no,yes,yes
male,0,yes,yes,72,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),88.7,no,yes,yes
male,0,yes,yes,44,dsl,no,no,yes,yes,one year,yes,electronic check,54.3,no,no,yes
male,0,no,no,41,dsl,no,no,yes,no,month-to-month,yes,bank transfer (automatic),55.7,no,yes,no
male,0,yes,no,50,fiber optic,yes,no,yes,no,one year,yes,electronic check,103.95,no,yes,yes
male,0,yes,no,47,fiber optic,yes,no,yes,yes,one year,yes,credit card (automatic),110.85,yes,yes,yes
male,0,yes,yes,8,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,no,yes,no
male,0,no,no,18,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,no,yes,no
male,0,yes,yes,72,dsl,yes,yes,yes,yes,two year,yes,credit card (automatic),91.95,no,yes,yes
male,0,no,no,1,fiber optic,no,no,no,no,month-to-month,no,electronic check,80.5,yes,yes,no
female,1,no,no,42,dsl,no,no,yes,no,month-to-month,no,electronic check,55.65,no,yes,no
female,1,no,no,18,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,74.7,no,yes,no
female,0,no,yes,13,fiber optic,no,yes,yes,no,one year,yes,credit card (automatic),104.15,no,yes,yes
female,0,yes,yes,68,fiber optic,no,yes,no,yes,one year,yes,bank transfer (automatic),83.65,no,yes,no
male,0,no,no,4,fiber optic,no,no,no,no,month-to-month,yes,bank transfer (automatic),72.2,yes,yes,no
male,0,no,no,69,fiber optic,yes,yes,yes,no,two year,yes,credit card (automatic),110.05,no,yes,yes
male,0,no,no,17,dsl,no,no,no,yes,month-to-month,no,mailed check,51.5,yes,yes,no
male,0,yes,yes,25,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.5,no,yes,no
male,1,no,no,43,fiber optic,no,no,no,no,month-to-month,yes,mailed check,89.55,yes,yes,yes
female,0,yes,yes,59,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.5,no,yes,no
female,1,no,no,5,fiber optic,yes,yes,no,no,month-to-month,no,electronic check,80.7,no,yes,no
male,0,yes,yes,21,dsl,yes,yes,no,yes,one year,no,mailed check,77.5,yes,yes,yes
female,0,yes,yes,69,fiber optic,yes,yes,yes,yes,one year,yes,credit card (automatic),105.1,no,yes,yes
male,0,no,no,13,dsl,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.15,no,no,no
male,0,yes,no,42,fiber optic,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),95.25,yes,yes,yes
male,0,yes,no,52,fiber optic,no,yes,no,yes,month-to-month,yes,credit card (automatic),95.65,no,yes,no
male,1,no,no,46,fiber optic,yes,no,no,no,month-to-month,no,electronic check,85.0,yes,yes,no
male,0,yes,no,61,dsl,yes,yes,yes,yes,two year,yes,bank transfer (automatic),80.8,no,yes,no
male,0,no,no,29,dsl,no,no,no,no,one year,yes,mailed check,24.85,no,no,no
female,0,no,yes,25,dsl,no,yes,no,yes,one year,yes,credit card (automatic),54.75,no,yes,no
female,0,yes,yes,5,fiber optic,no,no,no,yes,month-to-month,yes,electronic check,85.75,yes,yes,yes
male,0,no,no,15,dsl,no,no,yes,no,one year,no,electronic check,50.75,no,no,yes
female,0,yes,yes,19,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,no,yes,no
male,0,no,no,44,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.05,no,yes,no
female,1,no,no,6,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,98.25,yes,yes,yes
male,0,yes,yes,58,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),71.6,no,yes,no
male,0,yes,yes,62,fiber optic,yes,yes,no,no,one year,yes,credit card (automatic),81.45,no,yes,no
female,0,yes,yes,70,dsl,no,yes,yes,yes,one year,yes,bank transfer (automatic),58.4,no,no,yes
female,1,no,no,1,dsl,no,no,no,no,month-to-month,yes,mailed check,25.7,yes,no,no
male,0,yes,yes,10,dsl,yes,yes,yes,yes,two year,no,credit card (automatic),53.7,no,no,no
male,0,no,no,26,no,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.6,no,yes,no
male,0,no,no,66,fiber optic,no,yes,no,no,month-to-month,no,credit card (automatic),89.4,no,yes,no
female,0,yes,yes,7,fiber optic,no,no,no,no,month-to-month,yes,electronic check,69.0,yes,yes,no
male,0,yes,yes,51,fiber optic,no,yes,no,yes,one year,no,bank transfer (automatic),84.2,no,yes,no
male,0,yes,yes,72,fiber optic,yes,yes,yes,yes,two year,yes,credit card (automatic),106.1,no,yes,yes
male,0,no,no,65,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.75,no,yes,no
male,0,no,no,2,dsl,no,no,no,no,month-to-month,no,bank transfer (automatic),46.05,yes,yes,no
male,0,no,yes,70,dsl,yes,yes,no,yes,one year,no,bank transfer (automatic),64.95,no,yes,no
male,0,yes,no,72,dsl,no,yes,yes,yes,two year,yes,credit card (automatic),85.45,no,yes,yes
female,0,yes,yes,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,no,yes,no
female,1,yes,no,1,fiber optic,no,yes,no,no,month-to-month,yes,mailed check,76.4,yes,yes,no
female,0,no,no,5,fiber optic,no,no,yes,no,month-to-month,yes,electronic check,100.5,yes,yes,yes
male,0,no,no,3,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.7,no,yes,no
male,0,no,no,58,no,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.3,no,yes,no
male,1,yes,yes,22,dsl,yes,no,no,no,month-to-month,no,mailed check,40.05,yes,no,no
male,1,yes,no,33,fiber optic,no,yes,no,no,month-to-month,yes,bank transfer (automatic),100.6,no,yes,yes
male,0,no,no,1,fiber optic,no,no,no,no,month-to-month,no,electronic check,69.95,yes,yes,no
male,1,yes,no,54,fiber optic,no,no,no,no,month-to-month,no,bank transfer (automatic),74.0,no,yes,no
male,0,yes,no,72,fiber optic,no,yes,no,no,two year,yes,electronic check,99.4,no,yes,yes
male,0,no,yes,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,93.3,yes,yes,yes
male,0,no,no,3,dsl,no,no,yes,no,month-to-month,yes,electronic check,49.15,yes,yes,no
female,0,yes,yes,72,fiber optic,yes,yes,yes,yes,two year,no,credit card (automatic),107.45,no,yes,no
female,0,yes,yes,72,dsl,yes,yes,yes,no,two year,yes,credit card (automatic),83.6,no,yes,yes
male,1,yes,no,54,fiber optic,no,no,yes,no,month-to-month,yes,credit card (automatic),99.05,no,yes,yes
female,0,yes,no,59,dsl,no,yes,no,yes,one year,yes,electronic check,80.1,no,yes,yes
male,0,no,no,54,dsl,yes,yes,no,no,two year,yes,bank transfer (automatic),65.3,no,yes,yes
male,0,no,no,60,fiber optic,no,no,yes,no,two year,yes,electronic check,89.55,no,yes,yes
female,0,yes,no,60,dsl,no,yes,yes,yes,two year,no,credit card (automatic),60.8,no,no,yes
male,0,no,no,3,fiber optic,no,no,no,no,month-to-month,no,electronic check,74.5,no,yes,no
female,0,yes,no,69,fiber optic,yes,no,no,no,two year,no,bank transfer (automatic),99.15,no,yes,yes
female,0,yes,yes,1,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.25,no,yes,no
male,0,yes,yes,50,dsl,yes,no,no,no,month-to-month,yes,credit card (automatic),39.45,no,no,yes
female,0,no,no,56,dsl,no,no,no,no,month-to-month,yes,credit card (automatic),44.85,no,no,yes
female,0,yes,no,60,fiber optic,yes,no,no,yes,two year,yes,electronic check,97.2,no,yes,yes
male,1,yes,no,69,fiber optic,yes,no,yes,yes,one year,yes,mailed check,110.55,no,yes,yes
female,0,no,no,1,dsl,no,no,no,no,month-to-month,no,mailed check,35.05,yes,no,no
female,1,no,no,1,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,73.0,yes,yes,no
female,0,yes,no,3,no,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.9,no,yes,no
male,0,yes,yes,60,dsl,no,yes,no,yes,two year,no,bank transfer (automatic),76.95,no,yes,yes
female,0,no,no,13,dsl,no,no,yes,yes,two year,no,mailed check,35.4,no,no,no
male,0,yes,yes,62,no,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.45,no,yes,no
female,0,no,no,45,fiber optic,yes,yes,no,no,one year,no,bank transfer (automatic),96.75,no,yes,no
female,0,no,no,25,dsl,no,no,yes,yes,one year,no,electronic check,54.2,no,no,yes
male,0,no,no,44,fiber optic,no,no,yes,yes,two year,no,bank transfer (automatic),100.1,no,yes,yes
female,0,no,no,2,dsl,no,no,no,no,month-to-month,yes,mailed check,45.25,no,yes,no
male,1,no,no,33,fiber optic,no,yes,yes,no,month-to-month,yes,credit card (automatic),83.85,yes,yes,no
female,0,no,no,1,fiber optic,no,no,no,no,month-to-month,yes,electronic check,70.1,yes,yes,no
female,0,no,no,22,no,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.85,no,yes,no
female,0,no,no,35,dsl,no,no,yes,yes,month-to-month,yes,mailed check,33.45,no,no,no
female,0,yes,yes,29,no,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.2,no,yes,no
male,1,yes,no,27,fiber optic,yes,no,yes,no,one year,yes,electronic check,85.9,no,yes,no
male,0,no,yes,54,dsl,no,yes,yes,yes,one year,yes,electronic check,61.0,no,yes,no
female,1,no,no,2,fiber optic,no,no,no,no,month-to-month,yes,electronic check,70.65,yes,yes,no
male,0,no,no,57,fiber optic,no,no,no,no,one year,yes,electronic check,86.9,no,yes,yes
male,0,no,no,62,dsl,yes,yes,yes,yes,two year,no,bank transfer (automatic),69.4,no,yes,no
female,0,yes,yes,15,no,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.35,no,yes,no
male,0,no,no,2,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,yes,yes,no
female,0,yes,no,70,fiber optic,no,no,yes,yes,two year,yes,bank transfer (automatic),104.3,no,yes,yes
female,0,yes,yes,21,dsl,no,no,no,no,month-to-month,yes,electronic check,44.95,no,yes,no
female,0,no,yes,23,dsl,no,no,no,yes,one year,yes,electronic check,49.45,no,yes,no
male,0,no,no,6,no,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.6,no,yes,no
male,0,yes,yes,4,no,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.55,no,yes,no
female,0,no,no,3,fiber optic,yes,no,yes,no,month-to-month,yes,credit card (automatic),99.0,yes,yes,yes
female,0,no,no,23,fiber optic,no,no,no,no,month-to-month,yes,electronic check,93.5,no,yes,yes
male,0,no,no,26,dsl,yes,no,no,yes,one year,no,credit card (automatic),54.55,no,no,yes
female,0,no,yes,8,no,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,no,yes,no
male,0,no,no,26,fiber optic,no,no,no,no,month-to-month,yes,electronic check,83.95,yes,yes,no
male,0,no,no,2,fiber optic,no,yes,no,no,month-to-month,yes,electronic check,79.45,no,yes,no
male,0,no,no,67,fiber optic,yes,yes,yes,yes,two year,no,credit card (automatic),116.2,yes,yes,yes
